Candidate Id,Employee Id,First Name,Middle Name,Last Name,DegreePercentage,12th/DiplomaPercentage,SSCPercentage,University Name,Native State,Background(CS\NCS),Industrial Training,TrainingExam1Percentage,Exam1Grade,TrainingExam2Percentage,Exam2Grade,IntoProduction,Channel
C1939,E1939,Joe,Maria Vincent,Mahapatro,6.91,80.75,71.55,KU Engineering college,Tamil Nadu,NCS,N,69,B,0,C,0,Walk in Interviews
,,Elizabeth,Mary,Lakhmani,8.43,87.4,93,KU Engineering college,Tamil Nadu,,,,,,,,Referral
C1941,,Amith,Kaushik,Koshy,6.99,82.2,80.2,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Online
C1942,E1942,Balachandar,,Kumar,8.18,94,90.36,KU Engineering college,Tamil Nadu,NCS,N,84,A,80,A,1,Online
C1943,E1943,Thomas,,Negi,7.86,72,78,ADU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Online
C1944,E1944,Vinutha,,Pai,74.26,89.66,91.04,BPUOT,Karnataka,NCS,N,82,A,80,A,1,Referral
,,Vandana,Ravi,Nimmagadda,71.8,88.67,82.24,VTU  ,Karnataka,,,,,,,,Online
,,Pooja,,Merwade,72.37,83.17,90.24,VTU  ,Karnataka,,,,,,,,Referral
C1947,,Nikhil,Guru Rao,Mehra,66.91,85.5,91.68,VTU  ,Karnataka,NCS,N,,,,,,Referral
,,Avinash,Gangadharan,Kumar,63.29,69.6,92,BPUOT,Karnataka,,,,,,,,Walk in Interviews
,,Madhan,Kumar,Manivannan,60.98,77.02,64.32,VTU  ,Karnataka,,,,,,,,Online
C1950,E1950,Srikanth,,Nandakumar,79.76,89.8,80.96,BPUOT,Karnataka,NCS,N,88,A,77,B+,1,Campus Recruitment
C1951,,Nirmal,Rajashekar,Mehta,69.69,86,88.64,VTU  ,Karnataka,NCS,N,,,,,,Referral
C1952,E1952,Pramod,,Mishra,68.51,77,85.76,BPUOT,Karnataka,NCS,N,63,C,39,C,0,Campus Recruitment
C1953,E1953,Ashveej,,Kumar,69.1,80,78.24,VTU  ,Karnataka,NCS,N,81,A,76,B+,1,Campus Recruitment
C1954,E1954,Kiran,Mohan,Mallik,66.89,77.83,84.64,BPUOT,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
,,Madhulata,,Manjrekar,60.4,77.67,80,BPUOT,Karnataka,,,,,,,,Referral
C1956,E1956,Chandan,,Kumar,61.81,77.5,79.2,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
,,Spoorthy,Sadarahalli,Nallaparaju,70.02,79,88.16,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C1958,E1958,Bhavya,Kamath,Kumar,77.29,86.66,77.66,BPUOT,Karnataka,NCS,N,82,A,80,A,1,Walk in Interviews
,,Sudarshana,Balakrishna,Narasimhan,67.45,85.33,73.76,BPUOT,Karnataka,,,,,,,,Walk in Interviews
C1960,E1960,Shiva,Kumar,Nagasuri,64.7,76,69.76,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Campus Recruitment
,,Hemalatha,,M,77.76,90.33,90.24,BPUOT,Karnataka,,,,,,,,Walk in Interviews
C1962,E1962,Sandeep,,Muthu,73.52,89.66,89.44,VTU  ,Karnataka,NCS,N,74,B+,77,B+,1,Referral
C1963,E1963,Rashmi,,Moorthy,73.13,90.33,92.48,VTU  ,Karnataka,NCS,N,86,A,70,B,1,Online
C1964,E1964,Yogesh,,Palsetia,64.65,80.16,78,VTU  ,Karnataka,NCS,N,85,A,68,B,1,Online
C1965,E1965,Niveditha,S,Mehta,62.68,80.6,90.24,BPUOT,Karnataka,NCS,N,76,B+,88,A,1,Campus Recruitment
C1966,,Bhanu,Prasad,Kumar,64.14,74.6,80.02,BPUOT,Karnataka,NCS,N,,,,,,Referral
,,Varghese,Chris,Nirala,8.52,80.8,81,ADU  ,Tamil Nadu,,,,,,,,Online
C1968,E1968,Shreedhar,,Nahata,63.78,76.83,87.36,RGPRV,Karnataka,NCS,N,76,B+,56,C,0,Referral
,,Hamsa,Nandini,Litt,8.21,71.4,92.2,KU Engineering college,Tamil Nadu,,,,,,,,Online
C1970,E1970,Janie,Manoharan,Madugula,7.54,88.8,92.8,ADU  ,Tamil Nadu,NCS,N,60,C,63,C,0,Referral
,,Vishwas,Moodbidri,Pai,72.47,83.5,92.64,KU Engineering college,Karnataka,,,,,,,,Online
C1972,E1972,Maria,Christophany,Maram,8.28,90,92.6,ADU  ,Tamil Nadu,NCS,N,77,B+,80,A,1,Online
C1973,E1973,Latha,Subbiah Anu,Manda,7.81,90.16,96.2,RGPRV,Tamil Nadu,NCS,N,60,C,63,C,0,Referral
C1974,,Prateek,,Mishra,8.16,84,83.33,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1975,E1975,Antony,Jithin,Krishnan,6.6,70.1,75.3,VTU  ,Tamil Nadu,NCS,N,83,A,74,B+,1,Referral
C1976,E1976,Karthikeyan,,Malav,70,81.84,80.64,KU Engineering college,Karnataka,NCS,N,75,B+,77,B+,1,Campus Recruitment
C1977,E1977,Pricelyn,Shilpha,Mittal,8.01,91.2,67.2,RGPRV,Tamil Nadu,NCS,N,84,A,74,B+,1,Online
,,Priya,,Mittal,7.64,74.8,82,KU Engineering college,Tamil Nadu,,,,,,,,Walk in Interviews
C1979,E1979,M,Clement,Kumar,7.94,90,80,KU Engineering college,Tamil Nadu,NCS,N,86,A,73,B+,1,Referral
C1980,E1980,Chikku,Kuruvilla,Kumar,7.46,74.8,88.2,ADU  ,Tamil Nadu,NCS,N,85,A,77,B+,1,Campus Recruitment
C1981,,P,Preethi,Melangi,7.83,86.7,87.63,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Referral
C1982,E1982,Karunya,Rathna P,Malhotra,8.57,94.08,87.9,BHRU ,Tamil Nadu,NCS,N,83,A,66,B,1,Campus Recruitment
C1983,E1983,Sowkoor,Nischal,Nalam,64.61,86.16,89.6,ADU  ,Karnataka,NCS,N,74,B+,55,C,0,Online
,,V,Don,Nerurkar,68,73,69,KU Engineering college,Tamil Nadu,,,,,,,,Campus Recruitment
C1985,E1985,Amit,Kumar,Korada,6.84,60.4,80,KU Engineering college,Tamil Nadu,NCS,N,80,A,75,B+,1,Referral
,,Sylvin,Amelia,Nayak,8.81,89.1,92.2,ADU  ,Tamil Nadu,,,,,,,,Referral
,,Abhishek,Jonathan,Kishore,8.22,61.8,88,RGPRV,Tamil Nadu,,,,,,,,Walk in Interviews
C1988,E1988,Dora,Clotilda,Lakhane,7.04,90,90.9,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Online
,,Sophy,Susan,Nair,64.35,88.66,90.4,KU Engineering college,Karnataka,,,,,,,,Campus Recruitment
,,Poorana,Ponmathy,Mishra,8.96,94.6,96.75,D A V V,Tamil Nadu,,,,,,,,Referral
C1991,E1991,Arun,Stanley,Kulkarni,6.83,77.5,79.09,KU Engineering college,Tamil Nadu,NCS,N,69,B,66,B,1,Campus Recruitment
C1992,,John,Joseph,Maheshwarappa,8.54,87.2,86.5,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1993,E1993,Shazia,SJ,Nagarajan,67.38,84.5,77.92,VTU  ,Karnataka,NCS,N,67,B,63,C,0,Campus Recruitment
,,Vijay,Gajanan,Pachauri,71.9,80.66,92,VTU  ,Karnataka,,,,,,,,Referral
C1995,,Preethi,,Mitta,6.99,81.8,78.2,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C1996,E1996,Rajesh,,Mohan,7.07,88,91,KU Engineering college,Tamil Nadu,NCS,N,86,A,86,A,1,Walk in Interviews
C1997,,Jerline,Janet,Mahala,8.49,92.33,79.2,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Walk in Interviews
,,Kenneth,,Mallela,7.78,74.2,83.2,KU Engineering college,Tamil Nadu,,,,,,,,Walk in Interviews
C1999,,Vinodh,Kumar,Pahil,6.95,79.3,73.9,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Campus Recruitment
C2000,E2000,Prashanth,,Mishra,7.54,84,60,KU Engineering college,Tamil Nadu,NCS,N,85,A,59,C,0,Walk in Interviews
,,Sophia,,Nair,64.9,71,92,KU Engineering college,Tamil Nadu,,,,,,,,Referral
C2002,E2002,Elizabeth,,Lakhmani,8.14,73.6,91,KU Engineering college,Tamil Nadu,NCS,N,62,C,55,C,0,Online
C2003,E2003,Robin,,Muddebihal,7.56,81.8,85,BPUOT,Tamil Nadu,NCS,N,76,B+,75,B+,1,Campus Recruitment
C2004,,Sumantha,Esther,Nari,8.02,90.25,82.72,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Online
C2005,,Gracia,,Lingam,7.7,89,94.8,KU Engineering college,Tamil Nadu,NCS,N,,,,,,Referral
C2006,E2006,Helen,Suja,M,7.94,80,84.82,KU Engineering college,Tamil Nadu,NCS,N,86,A,76,B+,1,Online
,,Sherin,Mary,Nagarajan,8.74,70.8,84.2,KU Engineering college,Tamil Nadu,,,,,,,,Referral
C2008,E2008,Deepika,,Kunnummal,72.4,77.8,82.5,KU Engineering college,Tamil Nadu,NCS,N,60,C,63,C,0,Online
,,X,Renjith,Palanisamy,7.81,88.25,81.45,KU Engineering college,Tamil Nadu,,,,,,,,Referral
,,Surya,Lincy,Nath,7.58,92,85,KU Engineering college,Tamil Nadu,,,,,,,,Online
,,Ann,,Krishnamoorthy,8.44,90.41,91.4,KU Engineering college,Tamil Nadu,,,,,,,,Online
C2012,E2012,Sam,Ashwin,Murthy,6.4,91.5,81.6,KU Engineering college,Tamil Nadu,NCS,N,82,A,84,A,1,Referral
C2013,E2013,Mohammed,Rameez,Mathew,67.17,74.4,89.4,CALT ,Kerala,NCS,N,60,C,63,C,0,Campus Recruitment
,,Praful,Edavazhikkal,Mishra,63.4,66.2,90.8,UPTEU,Kerala,,,,,,,,Referral
C2015,E2015,Asha,Kolengaden,Kulkarni,82.3,92.5,93.9,CALT ,Kerala,NCS,N,86,A,70,B,1,Campus Recruitment
C2016,E2016,Husna,Hamza,M M,76.59,90.5,88.8,CALT ,Kerala,NCS,N,85,A,77,B+,1,Online
C2017,E2017,Jaheen,Abdul Jabbar,Maddipati,68.8,79.8,80.4,CALT ,Kerala,NCS,N,53,C,65,B,0,Walk in Interviews
C2018,,Pratap,,Mishra,68.8,92.3,92,CALT ,Kerala,NCS,N,,,,,,Referral
C2019,,Rakhi,,Mohan Raj,72.48,83,88.8,CALT ,Kerala,NCS,N,,,,,,Campus Recruitment
,,Darsana,,Kumari,81.51,84.16,90,CALT ,Kerala,,,,,,,,Referral
C2021,E2021,Nitheesh,,Mehta,74.07,90.6,91.6,CALT ,Kerala,NCS,N,85,A,85,A,1,Campus Recruitment
,,Jagath,,Maddi,69.28,91.83,78.33,CALT ,Kerala,,,,,,,,Online
C2023,,Bonny,,Kumar,67.89,86.5,91.67,CALT ,Kerala,NCS,N,,,,,,Campus Recruitment
C2024,E2024,Shibin,Poikamannil,Nagaraju,70.07,90.3,93.5,CALT ,Kerala,NCS,N,81,A,78,B+,1,Referral
C2025,E2025,Jumna,Mohammed,Maheshwari,71.5,76,82.8,CALT ,Kerala,NCS,N,89,A,0,C,0,Referral
C2026,,Deepthi,,Kuravamveli,63.81,75,88.88,CALT ,Kerala,NCS,N,,,,,,Walk in Interviews
C2027,E2027,Ganesh,Muthuvillayumkunnu,Lal,65.94,79.6,83.2,CALT ,Kerala,NCS,N,61,C,34,C,0,Online
C2028,E2028,Vibindas,Vaniyam,Osahan,75.81,84,85.5,CALT ,Kerala,NCS,N,74,B+,73,B+,1,Campus Recruitment
,,Vimal,,Padala,66.2,90.5,95.83,CALT ,Kerala,,,,,,,,Referral
,,Binu,,Kumar,79.4,79.8,81.4,CALT ,Kerala,,,,,,,,Campus Recruitment
C2031,,Nakul,,Mathur,72.9,88,85.2,CALT ,Kerala,NCS,N,,,,,,Campus Recruitment
C2032,E2032,Hafsal Rahman,Punnappadam,Lingam,69.25,88.5,92.66,CALT ,Kerala,NCS,N,79,B+,89,A,1,Campus Recruitment
C2033,,Krishnaprasad,Velluridathil,Malviya,68.74,88.3,87,CALT ,Kerala,NCS,N,,,,,,Referral
C2034,,Faheem,Meethale,Lakshmy,64.7,68.4,63.4,CALT ,Kerala,NCS,N,,,,,,Campus Recruitment
C2035,E2035,Bipin,,Kumar,73.2,91.2,81.2,CALT ,Kerala,NCS,N,83,A,70,B,1,Walk in Interviews
,,Shruti,,Naik,8.59,85.8,88.6,Deemed University,Rajasthan,,,,,,,,Walk in Interviews
C2037,E2037,Iti,,Madan,7.39,84.77,85.5,Deemed University,Rajasthan,NCS,N,86,A,73,B+,1,Walk in Interviews
C2038,E2038,Neha,,Meena,7.2,81.69,81.83,Deemed University,Rajasthan,NCS,N,91,A,89,A,1,Campus Recruitment
C2039,,Pooja,,Menon,7.78,83,84.6,MITs University,Rajasthan,NCS,N,,,,,,Walk in Interviews
C2040,E2040,Sweta,,Navani,7.06,69.4,84.6,WBUOT,Rajasthan,NCS,N,90,A,86,A,1,Referral
C2041,,Shinam,,Nagaria,9.08,88.8,82.1,WBUOT,Rajasthan,NCS,N,,,,,,Online
,,Surbhi,,Natarajan,6.84,69.8,75.4,MITS (Deemed University),Rajasthan,,,,,,,,Online
C2043,E2043,Prity,,Mittal,8.97,80.8,79.6,WBUOT,Rajasthan,NCS,N,92,A,77,B+,1,Online
C2044,E2044,Rashmi,,Moorthy,8.53,89,87.5,WBUOT,Rajasthan,NCS,N,90,A,76,B+,1,Referral
C2045,E2045,Anisha,,Koya,6.75,72.6,89.6,Deemed University,Rajasthan,NCS,N,94,A,88,A,1,Campus Recruitment
C2046,,Aarthi,Kunnathully,Kinariwala,73.33,91,94.6,CALT ,Kerala,NCS,N,,,,,,Referral
C2047,E2047,Shalima,Karothukuzhi,Nagaraj,70.37,88.17,94.5,CALT ,Kerala,NCS,N,90,A,88,A,1,Online
C2048,,Vaisakhan,,Nicholas,69.82,60.6,91.66,CALT ,Kerala,NCS,N,,,,,,Referral
C2049,E2049,Gayathri,Thiyyadi Madom,Latha,74.22,84.8,89.2,JNV  ,Kerala,NCS,N,80,A,82,A,1,Online
,,Saliha,Kallarakkal,Murthy,70.16,88,87.6,JNV  ,Kerala,,,,,,,,Online
C2051,E2051,Karthik,,Majumder,67.76,89.16,90.08,VTU  ,Karnataka,NCS,N,94,A,38,C,0,Referral
,,Esgy,G,Lakkaraju,77.9,86,92,BPUOT,Karnataka,,,,,,,,Campus Recruitment
,,Harika,,Loganathan,67.41,71.83,80.32,BPUOT,Karnataka,,,,,,,,Referral
C2054,,Raghavendra,,Mittal,63.57,75.83,76.48,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C2055,E2055,Meghana,S,Marumayil,72.7,88.33,89.28,VTU  ,Karnataka,NCS,N,73,B+,53,C,0,Online
C2056,E2056,Nafeez,,Mathilakath,72.28,76.5,80.16,BPUOT,Karnataka,NCS,N,89,A,65,B,1,Walk in Interviews
C2057,,Sreedhar,T,Namburi,80.9,88.5,95.68,VTU  ,Karnataka,NCS,N,,,,,,Referral
C2058,E2058,Bhargavi,Hanamant,Kumar,75.45,86.5,87.84,VTU  ,Karnataka,NCS,N,89,A,74,B+,1,Campus Recruitment
,,Indhu,,M S,65.19,72.83,87.52,VTU  ,Karnataka,,,,,,,,Referral
C2060,E2060,Santhosh,,Mylswamy,81.29,91.16,93.6,BPUOT,Karnataka,NCS,N,89,A,91,A,1,Campus Recruitment
,,Sumalatha,,Narayanaswamy,67.1,85,86.72,BPUOT,Karnataka,,,,,,,,Online
,,Shephali,,Nagarajan,78.64,90.83,88.16,BPUOT,Karnataka,,,,,,,,Campus Recruitment
C2063,,Mamatha,,Manohar,78.35,87.16,91.52,VTU  ,Karnataka,NCS,N,,,,,,Referral
C2064,E2064,Santhosh,Kumar,Mysore Ravindranath,60.75,73.1,76.8,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
C2065,E2065,Upendra,,Nema,78.47,84,90.6,VTU  ,Karnataka,NCS,N,88,A,84,A,1,Walk in Interviews
C2066,E2066,Anand,,Kothandan,79.83,91.16,91.84,VTU  ,Karnataka,NCS,N,79,B+,74,B+,1,Campus Recruitment
C2067,E2067,Chethan,,Kumar,60.02,74.5,81.44,BPUOT,Karnataka,NCS,N,68,B,0,C,0,Campus Recruitment
C2068,E2068,Santhosh,,Myada,80.72,76.67,70.83,VTU  ,Karnataka,NCS,N,86,A,85,A,1,Referral
C2069,,Yeshwanth,,Paloli,62.18,88.5,85.92,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C2070,E2070,Niveditha,,Mehta,78.48,88.5,91.2,VTU  ,Karnataka,NCS,N,87,A,84,A,1,Campus Recruitment
C2071,E2071,Manjushree,B,Manu,69.01,86.33,90.08,BPUOT,Karnataka,NCS,N,76,B+,74,B+,1,Campus Recruitment
C2072,E2072,Manoharan,,Manuja,60.57,68,62.72,VTU  ,Karnataka,NCS,N,83,A,80,A,1,Referral
C2073,,Santhosh,B,N,73.34,88.67,85.4,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
C2074,E2074,Anvesh,,Krishnan,69.2,68.83,75.83,BPUOT,Karnataka,NCS,N,83,A,65,B,1,Walk in Interviews
,,Praveena,Rajaghatta,Mitra,64.91,87.66,85.12,BPUOT,Karnataka,,,,,,,,Walk in Interviews
,,Charitha,,Kumar,66.54,86.5,89.6,BPUOT,Karnataka,,,,,,,,Walk in Interviews
C2077,,Meghana,,Mascarenhas,76.16,79.2,84.4,BPUOT,Karnataka,NCS,N,,,,,,Campus Recruitment
,,Chinmaya,Narayan,Kumar,67.12,69.5,74.88,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C2079,E2079,Shoaib,Mohammed,Nagendran,77.08,87.16,80,VTU  ,Karnataka,NCS,N,94,A,89,A,1,Referral
C2080,E2080,Vaishnavi,Vijay,Nijhawan,67.55,85.66,88.8,VTU  ,Karnataka,NCS,N,76,B+,77,B+,1,Online
,,Vaishali,Madhav,Nigam,60.07,72.17,78.53,BOMU ,Karnataka,,,,,,,,Online
C2082,E2082,Mayuri,Ramesh,Maru,61.03,64.5,75.04,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
C2083,E2083,Sugatanand,Ramling,Narayan,70.11,79.5,80.64,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Referral
,,Anuradha,Shivaji,Krishnan,70.32,85.83,79.68,VTU  ,Karnataka,,,,,,,,Online
,,Maithili,Niteen,Mann,67.25,70.5,83.52,VTU  ,Karnataka,,,,,,,,Referral
,,Manohari,Arvind,Manush,70.87,85.67,85.76,VTU  ,Karnataka,,,,,,,,Referral
,,Ajit,Anil,Kohli,65.27,74.16,80.8,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C2088,,Varsha,Prakash,Nirkhe,64.63,63.33,78.08,VTU  ,Karnataka,NCS,N,,,,,,Online
C2089,E2089,Abhay,Ajit,Kini,74.47,74,75.04,VTU  ,Karnataka,NCS,N,81,A,65,B,1,Campus Recruitment
C2090,E2090,Nikhil,Lambodar,Mehra,66.61,82.63,81.6,VTU  ,Karnataka,NCS,N,85,A,86,A,1,Referral
C2091,,Deepak,Kallappa,Kunatharaju,66.14,71.5,77.28,VTU  ,Karnataka,NCS,N,,,,,,Campus Recruitment
,,Aditya,Kishore,Kodali,63.24,80.83,90.88,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C2093,E2093,Ansuman,,Krishnamurthy,66.66,82.4,85,BOMU ,Karnataka,NCS,N,86,A,76,B+,1,Campus Recruitment
C2094,E2094,Narendra,Mahadev,Mattu,61.88,75.67,73.12,VTU  ,Karnataka,NCS,N,96,A,90,A,1,Campus Recruitment
C2095,E2095,Amit,Balappa,Kore,62.05,67.33,82.4,VTU  ,Karnataka,NCS,N,72,B,68,B,1,Campus Recruitment
C2096,,Vijay,Kumar,P C,70.25,89,76.32,VTU  ,Karnataka,NCS,N,,,,,,Walk in Interviews
,,Rajesh,Vijay,Mohan,60.65,69.5,72.48,VTU  ,Karnataka,,,,,,,,Walk in Interviews
,,Bhimalkumar,Yamanappa,Kumar,60.96,73,76.48,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C2099,E2099,Manoj,Bheemsen,Maradana,63.45,80.33,73.28,VTU  ,Karnataka,NCS,N,82,A,76,B+,1,Campus Recruitment
,,Pooja,Dheerendra,Menon,67.41,82.83,87.04,VTU  ,Karnataka,,,,,,,,Walk in Interviews
C2101,,Mahantesh,Chanaveerappa,Manjunathachar,74.16,85.66,84.96,VTU  ,Karnataka,NCS,N,,,,,,Referral
,,Venkatesh,Nagesh,Oruj,65.92,84.66,78,VTU  ,Karnataka,,,,,,,,Online
C2103,E2103,Amarnath,Kallappa,Kondeti,76.07,76.33,70.88,VTU  ,Karnataka,NCS,N,94,A,92,A,1,Campus Recruitment
C2104,E2104,Nivedita,Ganapati,Mehta,60.56,84.33,91.2,VTU  ,Karnataka,NCS,N,51,C,77,B+,0,Online
,,Mukund,Raghavendra,Mathew,71.2,77,90.72,VTU  ,Karnataka,,,,,,,,Referral
C2106,E2106,Sparsh,,Nalboth,61.14,62.3,69,VTU  ,Karnataka,NCS,N,60,C,63,C,0,Online
C2107,E2107,Deepika,Mohan,Kuppuraj,72.49,79.5,88.16,VTU  ,Karnataka,NCS,N,70,B,83,A,1,Referral
C2108,,Shakthi,Ashok,Nagaraj,72.63,81.66,82.56,VTU  ,Karnataka,NCS,N,,,,,,Online
C2109,E2109,Ashwin,Suresh,Kumar,63.09,76.33,77.44,VTU  ,Karnataka,NCS,N,90,A,76,B+,1,Referral
C2110,E2110,Onkar,Shrikant,Mehta,67.2,80.5,80.64,VTU  ,Karnataka,NCS,N,80,A,70,B,1,Online
C2111,E2111,Pratibha,,Misra,62.96,83.5,79,VTU  ,Karnataka,NCS,N,87,A,78,B+,1,Online
C2112,E2112,Vinayak,Hanumantrao,Padhi,77.22,85,92.48,VTU  ,Karnataka,NCS,N,91,A,83,A,1,Referral
C2113,E2113,Sneha,Shrishail,Nair,70.58,82.5,85.92,VTU  ,Karnataka,NCS,N,80,A,91,A,1,Campus Recruitment
C2114,E2114,Vinayak,Maruti,Padmanabhan,71.9,84.5,84.48,VTU  ,Karnataka,NCS,N,53,C,68,B,0,Referral
,,Prasad,Sadashiv,Mishra,66.42,68.33,88.64,VTU  ,Karnataka,,,,,,,,Campus Recruitment
C2116,,Sagarchandra,,Murali,68.4,82.5,90.08,VTU  ,Karnataka,NCS,N,,,,,,Online
C2117,E2117,Varun,,Nirmina,73.27,75.17,79.4,VTU  ,Karnataka,NCS,N,87,A,81,A,1,Walk in Interviews
,,Shivakumar,Veerabhadrappa,Nagendra Babu,78.56,85.8,82.6,VTU  ,Karnataka,,,,,,,,Referral
C2119,E2119,Roshan,Gajanan,Mullapudi,71.55,66,64.16,VTU  ,Karnataka,NCS,N,89,A,88,A,1,Campus Recruitment
,,Chetan,,Kumar,70.14,74.88,80.75,CCH  ,Kerala,,,,,,,,Referral
,,Chandan,,Kumar,79.16,78.2,71.4,PUNJU,Kerala,,,,,,,,Campus Recruitment
,,Aswin,,Kumar,72.5,90,90,WBUOT,Kerala,,,,,,,,Online
C2123,,Priyanka,,Mittal,71.08,64,78.8,CCH  ,Kerala,NCS,N,,,,,,Campus Recruitment
C2124,,Vinay,,Padamati,68.76,60.2,80,CCH  ,Kerala,NCS,N,,,,,,Referral
C2125,,Anurag,,Krishnan,69.34,81,84.2,BU   ,Kerala,NCS,N,,,,,,Referral
C2126,E2126,Ajit,,Kokal,69.8,77.8,79.4,PTU  ,Kerala,NCS,N,60,C,63,C,0,Walk in Interviews
C2127,E2127,Divya,,Kuzhiyil,73.28,76.8,89.33,SMUHS,Kerala,NCS,N,70,B,65,B,1,Campus Recruitment
,,Ashish,,Kulkarni,80.38,69.6,73.2,CCH  ,Kerala,,,,,,,,Campus Recruitment
,,Sreejith,Meera,Namdeo,80.17,75,91.83,SMUHS,Kerala,,,,,,,,Referral
C2130,E2130,Satchith,Rajeev,Nadendla,68.89,84.5,94.16,PTU  ,Kerala,NCS,N,85,A,92,A,1,Campus Recruitment
C2131,,Govind,Krishnan,Leo,75.64,83,80.33,WBUOT,Kerala,NCS,N,,,,,,Campus Recruitment
,,Sudhir,,Narayaana,76.38,68.11,67.7,SMUHS,Kerala,,,,,,,,Campus Recruitment
C2133,E2133,Tarun,,Nayyar,77.7,70.5,89.4,PTU  ,Kerala,NCS,N,60,C,63,C,0,Referral
,,Mritunjay,,Mathew,68.14,71.5,74,PUNJU,Kerala,,,,,,,,Campus Recruitment
,,Sonith,Raveendran,Nair,68.97,86,81.66,SMUHS,Kerala,,,,,,,,Walk in Interviews
C2136,E2136,Neethu,Naikkara,Meegada,69.7,73.6,87.8,SMUHS,Kerala,NCS,N,75,B+,58,C,0,Walk in Interviews
C2137,E2137,Jerry,Jose,Mahalingam,76.43,85.8,88.6,CCH  ,Kerala,NCS,N,88,A,65,B,1,Walk in Interviews
C2138,E2138,Niraj,,Mehta,65.56,76.3,88.6,WBUOT,Kerala,NCS,N,60,C,63,C,0,Campus Recruitment
C2139,E2139,Abhilash,,Kini,68.49,86.33,92.83,MGU  ,Kerala,NCS,N,77,B+,88,A,1,Walk in Interviews
C2140,E2140,Animesh,,Krishan,72.62,72.6,79.8,CCH  ,Kerala,NCS,N,87,A,76,B+,1,Referral
C2141,E2141,Varun,,Nithya,70.2,79.8,88.4,MGU  ,Kerala,NCS,N,91,A,88,A,1,Online
C2142,,Lithin,,Mani,80.89,85,85.5,SMUHS,Kerala,NCS,N,,,,,,Online
,,Jitin,,Mahanur,70.07,84.6,87.2,SMUHS,Kerala,,,,,,,,Online
C2144,E2144,Roy,,Mummidi,68.74,62.25,85.4,SMUHS,Kerala,NCS,N,60,C,63,C,0,Referral
C2145,,Arun,,Kuligod,78,73.8,94,CCH  ,Kerala,NCS,N,,,,,,Online
C2146,E2146,Jayakrishnan,,Mahadik,63.87,76.2,88,SMUHS,Kerala,NCS,N,82,A,75,B+,1,Referral
C2147,E2147,Arun,,Kukrety,63.85,71.6,79.4,CCH  ,Kerala,NCS,N,60,C,63,C,0,Online
C2148,E2148,Jaideep,,Maddipati,73.7,71.2,80.05,GGSIU,Delhi,NCS,N,86,A,65,B,1,Referral
C2149,E2149,Neeraj,,Medicherla,74.4,75,84.8,BOMU ,Delhi,NCS,N,86,A,86,A,1,Campus Recruitment
C2150,,Karanvir,,Majumdar,75.3,67.56,86,BOMU ,Delhi,NCS,N,,,,,,Online
C2151,E2151,Tarun,,Nayar,67.43,76.67,75.4,BOMU ,Delhi,NCS,N,84,A,74,B+,1,Referral
C2152,,Sushant,Deepak,Nathani,63.4,75,83,WBUOT,Delhi,NCS,N,,,,,,Campus Recruitment
,,Rohit,Uday,Mukherjee,69.05,75.4,85.6,MGU  ,Delhi,,,,,,,,Referral
C2154,E2154,Kartikey,,Malhotra,75.54,81.6,89.4,WBUOT,Delhi,NCS,N,85,A,67,B,1,Campus Recruitment
,,Ashish,,Kulkarni,67.7,80,70.6,GGSIU,Delhi,,,,,,,,Online
,,Deepanti,,Kunnath,83.18,78.33,78.6,GGSIU,Delhi,,,,,,,,Walk in Interviews
,,Naveen,Kumar,Mavanoor,66.7,64.33,76.57,GGSIU,Delhi,,,,,,,,Referral
C2158,E2158,Uchit,,Negi,70.43,67.83,68,GGSIU,Delhi,NCS,N,87,A,86,A,1,Campus Recruitment
,,Amresh,,Kotagiri,71.3,79.4,81.4,GGSIU,Delhi,,,,,,,,Referral
C2160,,Akash,,Kollepara,81.18,81.8,93,GGSIU,Delhi,NCS,N,,,,,,Campus Recruitment
